"","var","estimate","ci_lower","ci_upper","prob","probe","marker","trait","probe_lod"
"2014","direct",0.929465101310155,0.594073291529574,1.2827361877966,0,"A_12_P105501","V_11032432","amsacrine_median.TOF",4.03698629073079
"2015","total",0.971681892804293,0.65856655275515,1.3070565366766,0,"A_12_P105501","V_11032432","amsacrine_median.TOF",4.03698629073079
"2016","prop_med",0.043447132036494,-0.0710505749418378,0.183350792951415,0.464,"A_12_P105501","V_11032432","amsacrine_median.TOF",4.03698629073079
"2017","med",0.03726548541583,-0.0822582174523932,0.194860037967092,0.62,"A_12_P105532","V_9663270","amsacrine_median.TOF",5.08277822503624
"2018","direct",0.909893343776502,0.543561296134315,1.32783169925341,0,"A_12_P105532","V_9663270","amsacrine_median.TOF",5.08277822503624
"2019","total",0.947158829192332,0.60534441028868,1.31218389768792,0,"A_12_P105532","V_9663270","amsacrine_median.TOF",5.08277822503624
"2020","prop_med",0.0393444945739536,-0.0862199718938907,0.233973482692822,0.62,"A_12_P105532","V_9663270","amsacrine_median.TOF",5.08277822503624
"2021","med",0.059231755800945,-0.0192174090985311,0.162136771625723,0.134,"A_12_P106245","V_10815911","amsacrine_median.TOF",4.16048388832108
"2022","direct",0.89723600902424,0.568971357368115,1.24291759274785,0,"A_12_P106245","V_10815911","amsacrine_median.TOF",4.16048388832108
"2023","total",0.956467764825184,0.644781369879475,1.30479832271751,0,"A_12_P106245","V_10815911","amsacrine_median.TOF",4.16048388832108
"2024","prop_med",0.0619276027684748,-0.0179584805499289,0.187043457325775,0.134,"A_12_P106245","V_10815911","amsacrine_median.TOF",4.16048388832108
"2025","med",0.124462714104334,0.00155718633610598,0.307872244344815,0.046,"A_12_P107338","V_10142996","amsacrine_median.TOF",4.44777576579725
"2026","direct",0.889448830070132,0.522671699002891,1.20303489645705,0,"A_12_P107338","V_10142996","amsacrine_median.TOF",4.44777576579725
"2027","total",1.01391154417447,0.669322120524356,1.351164070348,0,"A_12_P107338","V_10142996","amsacrine_median.TOF",4.44777576579725
"2028","prop_med",0.122755002464907,0.00194679713782513,0.300569769343239,0.046,"A_12_P107338","V_10142996","amsacrine_median.TOF",4.44777576579725
"2029","med",-0.0603072272677281,-0.246528198266148,0.0901413135212658,0.478,"A_12_P107404","V_11600826","amsacrine_median.TOF",4.21986325296123
"2030","direct",0.936183800889156,0.453124819512296,1.39814568728112,0.002,"A_12_P107404","V_11600826","amsacrine_median.TOF",4.21986325296123
"2031","total",0.875876573621427,0.469462406106482,1.24467076387676,0,"A_12_P107404","V_11600826","amsacrine_median.TOF",4.21986325296123
"2032","prop_med",-0.0688535680528364,-0.286319983339139,0.142158068667456,0.478,"A_12_P107404","V_11600826","amsacrine_median.TOF",4.21986325296123
"2033","med",0.0977226835610975,-0.0470375194483963,0.311540527210052,0.212,"A_12_P109101","V_9905233","amsacrine_median.TOF",7.80369452570406
"2034","direct",0.862919482481358,0.521058626398292,1.18435979702504,0,"A_12_P109101","V_9905233","amsacrine_median.TOF",7.80369452570406
"2035","total",0.960642166042455,0.621775656720031,1.28234437203246,0,"A_12_P109101","V_9905233","amsacrine_median.TOF",7.80369452570406
"2036","prop_med",0.101726414908149,-0.0533449716572096,0.342191695910817,0.212,"A_12_P109101","V_9905233","amsacrine_median.TOF",7.80369452570406
"2037","med",-0.00567668391848641,-0.0987277285543366,0.0733687730314806,0.868,"A_12_P109658","V_10176051","amsacrine_median.TOF",3.97494323558793
"2038","direct",1.00155535742475,0.685694247419301,1.36334993423142,0,"A_12_P109658","V_10176051","amsacrine_median.TOF",3.97494323558793
"2039","total",0.995878673506266,0.694318900826538,1.3178848000667,0,"A_12_P109658","V_10176051","amsacrine_median.TOF",3.97494323558793
"2040","prop_med",-0.00570017620570193,-0.0992315053876137,0.0798789976333456,0.868,"A_12_P109658","V_10176051","amsacrine_median.TOF",3.97494323558793
"2041","med",0.0451521691621661,-0.0460353555908923,0.151992121783417,0.296,"A_12_P111065","V_9985933","amsacrine_median.TOF",4.70539611117011
"2042","direct",0.925277815050436,0.580276589970776,1.27564780488238,0,"A_12_P111065","V_9985933","amsacrine_median.TOF",4.70539611117011
"2043","total",0.970429984212602,0.649445650858116,1.30102634300548,0,"A_12_P111065","V_9985933","amsacrine_median.TOF",4.70539611117011
"2044","prop_med",0.0465280029437695,-0.0464913670648171,0.183287658907827,0.296,"A_12_P111065","V_9985933","amsacrine_median.TOF",4.70539611117011
"2045","med",0.325204709199807,0.0479924051827155,0.644110952697599,0.022,"A_12_P111998","V_10815911","amsacrine_median.TOF",20.721463482804
"2046","direct",0.646477183604485,0.236371660080538,1.03092173643397,0.002,"A_12_P111998","V_10815911","amsacrine_median.TOF",20.721463482804
"2047","total",0.971681892804293,0.643157024209339,1.31176835062235,0,"A_12_P111998","V_10815911","amsacrine_median.TOF",20.721463482804
"2048","prop_med",0.334682277819606,0.0500984557250684,0.706489852649269,0.022,"A_12_P111998","V_10815911","amsacrine_median.TOF",20.721463482804
"2049","med",0.032779465317802,-0.056895696264998,0.13764369439459,0.4,"A_12_P112263","V_10815911","amsacrine_median.TOF",4.18346163908181
"2050","direct",0.938902427486491,0.592701589795787,1.27922924253401,0,"A_12_P112263","V_10815911","amsacrine_median.TOF",4.18346163908181
"2051","total",0.971681892804293,0.63244613190548,1.30171976843347,0,"A_12_P112263","V_10815911","amsacrine_median.TOF",4.18346163908181
"2052","prop_med",0.0337347701552818,-0.0560047945685531,0.145894495096261,0.4,"A_12_P112263","V_10815911","amsacrine_median.TOF",4.18346163908181
"2053","med",0.0724873547189871,-0.0449833964466185,0.244559256011732,0.22,"A_12_P112758","V_8947708","amsacrine_median.TOF",5.33751901281962
"2054","direct",0.909727682769454,0.567587178755409,1.25755053952217,0,"A_12_P112758","V_8947708","amsacrine_median.TOF",5.33751901281962
"2055","total",0.982215037488441,0.657979576018111,1.3146512637382,0,"A_12_P112758","V_8947708","amsacrine_median.TOF",5.33751901281962
"2056","prop_med",0.0737998828691728,-0.0465749286129299,0.253303232779433,0.22,"A_12_P112758","V_8947708","amsacrine_median.TOF",5.33751901281962
"2057","med",-0.0364841972787637,-0.209287826806324,0.200986464686226,0.748,"A_12_P114129","V_9985933","amsacrine_median.TOF",9.7576065427263
"2058","direct",1.00691418149137,0.5388290645734,1.43187714129884,0,"A_12_P114129","V_9985933","amsacrine_median.TOF",9.7576065427263
"2059","total",0.970429984212602,0.643998515386262,1.30816158556358,0,"A_12_P114129","V_9985933","amsacrine_median.TOF",9.7576065427263
"2060","prop_med",-0.0375959088984319,-0.219032637772788,0.24073225073217,0.748,"A_12_P114129","V_9985933","amsacrine_median.TOF",9.7576065427263
"2061","med",-0.123510817124871,-0.262861177013795,-0.0294734607283138,0.004,"A_12_P114276","V_9529886","amsacrine_median.TOF",5.00803828442342
"2062","direct",1.0534528721305,0.718047450539223,1.41686462344764,0,"A_12_P114276","V_9529886","amsacrine_median.TOF",5.00803828442342
"2063","total",0.929942055005631,0.590945151731949,1.26538131900285,0,"A_12_P114276","V_9529886","amsacrine_median.TOF",5.00803828442342
"2064","prop_med",-0.132815605510091,-0.315933741059582,-0.029056590512018,0.004,"A_12_P114276","V_9529886","amsacrine_median.TOF",5.00803828442342
"2065","med",0.241983926621751,-0.0422416314213233,0.792679012594983,0.092,"A_12_P115328","V_10568558","amsacrine_median.TOF",37.7379772981239
"2066","direct",0.746702771287008,0.199601583272732,1.12865313110318,0.008,"A_12_P115328","V_10568558","amsacrine_median.TOF",37.7379772981239
"2067","total",0.98868669790876,0.663853963128944,1.31601683520183,0,"A_12_P115328","V_10568558","amsacrine_median.TOF",37.7379772981239
"2068","prop_med",0.244752890004072,-0.0464666317460714,0.775056373266124,0.092,"A_12_P115328","V_10568558","amsacrine_median.TOF",37.7379772981239
"2069","med",0.0378454085323204,-0.0593001801017658,0.145209201773729,0.476,"A_12_P115684","V_11513193","amsacrine_median.TOF",5.04390424359925
"2070","direct",0.912712759665373,0.548701363851133,1.28600619573503,0,"A_12_P115684","V_11513193","amsacrine_median.TOF",5.04390424359925
"2071","total",0.950558168197694,0.608626343993841,1.28687904012804,0,"A_12_P115684","V_11513193","amsacrine_median.TOF",5.04390424359925
"2072","prop_med",0.0398138796745886,-0.0701826637516111,0.161989975154394,0.476,"A_12_P115684","V_11513193","amsacrine_median.TOF",5.04390424359925
"2073","med",0.182456419875829,-0.0440027410716171,0.447003786883433,0.114,"A_12_P115700","V_8947708","amsacrine_median.TOF",14.0987821323047
"2074","direct",0.771312195602531,0.407625569053072,1.1681945097623,0,"A_12_P115700","V_8947708","amsacrine_median.TOF",14.0987821323047
"2075","total",0.95376861547836,0.592659982165783,1.33558586084655,0,"A_12_P115700","V_8947708","amsacrine_median.TOF",14.0987821323047
"2076","prop_med",0.191300507182572,-0.0519279840203772,0.433179928447942,0.114,"A_12_P115700","V_8947708","amsacrine_median.TOF",14.0987821323047
"2077","med",0.00712000557330943,-0.103482271661774,0.119685259633613,0.884,"A_12_P116766","V_10121039","amsacrine_median.TOF",5.04508407735454
"2078","direct",0.990369790398273,0.667904823503035,1.34775863184743,0,"A_12_P116766","V_10121039","amsacrine_median.TOF",5.04508407735454
"2079","total",0.997489795971582,0.687362414496132,1.33892586312621,0,"A_12_P116766","V_10121039","amsacrine_median.TOF",5.04508407735454
"2080","prop_med",0.00713792321692308,-0.105522385698296,0.118465079886692,0.884,"A_12_P116766","V_10121039","amsacrine_median.TOF",5.04508407735454
"2081","med",-0.0247994076141965,-0.163967272041355,0.109903631949733,0.772,"A_12_P116989","V_11637718","amsacrine_median.TOF",4.96321485202013
"2082","direct",0.940241254456677,0.568789056986828,1.30966906143886,0,"A_12_P116989","V_11637718","amsacrine_median.TOF",4.96321485202013
"2083","total",0.91544184684248,0.556271590637414,1.25841486949001,0,"A_12_P116989","V_11637718","amsacrine_median.TOF",4.96321485202013
"2084","prop_med",-0.0270900961101287,-0.187185634172633,0.129378899016148,0.772,"A_12_P116989","V_11637718","amsacrine_median.TOF",4.96321485202013
"2085","med",0.128344082842426,0.0278355608124333,0.256198551501434,0.004,"A_12_P117115","V_11637718","amsacrine_median.TOF",5.3396084860109
"2086","direct",0.791505387251285,0.459011302970546,1.12808353245739,0,"A_12_P117115","V_11637718","amsacrine_median.TOF",5.3396084860109
"2087","total",0.919849470093712,0.594740909064696,1.25990942589075,0,"A_12_P117115","V_11637718","amsacrine_median.TOF",5.3396084860109
"2088","prop_med",0.139527267248793,0.0303351740982582,0.294298635615807,0.004,"A_12_P117115","V_11637718","amsacrine_median.TOF",5.3396084860109
"2089","med",0.144886428918426,0.0316125652498074,0.282536647724249,0.01,"A_12_P117478","V_11637718","amsacrine_median.TOF",5.69751060789391
"2090","direct",0.774963041175286,0.447521675280195,1.13479482251541,0,"A_12_P117478","V_11637718","amsacrine_median.TOF",5.69751060789391
"2091","total",0.919849470093712,0.583009656886244,1.28970565394048,0,"A_12_P117478","V_11637718","amsacrine_median.TOF",5.69751060789391
"2092","prop_med",0.157511020693055,0.036467488958093,0.316523910627924,0.01,"A_12_P117478","V_11637718","amsacrine_median.TOF",5.69751060789391
"2093","med",0.0524594596206285,-0.0528630586265881,0.183590790142975,0.354,"A_12_P117590","V_11637718","amsacrine_median.TOF",3.94451000363491
"2094","direct",0.867390010473083,0.512816009074397,1.20957439335839,0,"A_12_P117590","V_11637718","amsacrine_median.TOF",3.94451000363491
"2095","total",0.919849470093712,0.585812714898527,1.25996399687286,0,"A_12_P117590","V_11637718","amsacrine_median.TOF",3.94451000363491
"2096","prop_med",0.0570304830585858,-0.0587232344923449,0.210678033173592,0.354,"A_12_P117590","V_11637718","amsacrine_median.TOF",3.94451000363491
"2097","med",0.0260814710285081,-0.0690623742975739,0.145293572980439,0.632,"A_12_P118102","V_11032432","amsacrine_median.TOF",4.43462030782989
"2098","direct",0.945600421775785,0.626058071776659,1.27310331629156,0,"A_12_P118102","V_11032432","amsacrine_median.TOF",4.43462030782989
"2099","total",0.971681892804293,0.683727050707041,1.29798126742102,0,"A_12_P118102","V_11032432","amsacrine_median.TOF",4.43462030782989
"2100","prop_med",0.0268415735866359,-0.0785732153984462,0.155143054815325,0.632,"A_12_P118102","V_11032432","amsacrine_median.TOF",4.43462030782989
"2101","med",0.0223173916485465,-0.183542087821868,0.221477087064202,0.826,"A_12_P118240","V_9985933","amsacrine_median.TOF",6.8850784526251
"2102","direct",0.944176290694161,0.554425145648352,1.32977024904676,0,"A_12_P118240","V_9985933","amsacrine_median.TOF",6.8850784526251
"2103","total",0.966493682342707,0.629848041907046,1.30752579115396,0,"A_12_P118240","V_9985933","amsacrine_median.TOF",6.8850784526251
"2104","prop_med",0.0230910890120366,-0.197674810619524,0.248719725750059,0.826,"A_12_P118240","V_9985933","amsacrine_median.TOF",6.8850784526251
"2105","med",0.0651862182721462,-0.0865570470270127,0.293854925270572,0.42,"A_12_P118743","V_9985933","amsacrine_median.TOF",11.9613287700509
"2106","direct",0.905243765940455,0.551254069777818,1.29189442576045,0,"A_12_P118743","V_9985933","amsacrine_median.TOF",11.9613287700509
"2107","total",0.970429984212601,0.654865350469857,1.2972679120791,0,"A_12_P118743","V_9985933","amsacrine_median.TOF",11.9613287700509
"2108","prop_med",0.0671725104671387,-0.0948644056060758,0.304028389634932,0.42,"A_12_P118743","V_9985933","amsacrine_median.TOF",11.9613287700509
"2109","med",-0.0303364458305118,-0.203301454795863,0.148494856774076,0.762,"A_12_P118758","V_10121039","amsacrine_median.TOF",5.29118560420262
"2110","direct",1.00789405026645,0.586015928866685,1.43214716540661,0,"A_12_P118758","V_10121039","amsacrine_median.TOF",5.29118560420262
"2111","total",0.97755760443594,0.65165647716185,1.33416718018132,0,"A_12_P118758","V_10121039","amsacrine_median.TOF",5.29118560420262
"2112","prop_med",-0.0310328984121771,-0.188247192022537,0.177091531203289,0.762,"A_12_P118758","V_10121039","amsacrine_median.TOF",5.29118560420262
"2113","med",0.0898750745928928,-0.0158937155219042,0.25160921001406,0.11,"A_12_P119353","V_11032432","amsacrine_median.TOF",3.94707020738879
"2114","direct",0.8818068182114,0.522929429481574,1.23763986115559,0,"A_12_P119353","V_11032432","amsacrine_median.TOF",3.94707020738879
"2115","total",0.971681892804293,0.642223479891509,1.32353708202348,0,"A_12_P119353","V_11032432","amsacrine_median.TOF",3.94707020738879
"2116","prop_med",0.0924943392055105,-0.0167135899102311,0.277095718889727,0.11,"A_12_P119353","V_11032432","amsacrine_median.TOF",3.94707020738879
"2117","med",0.135534557880572,-0.0727906741727528,0.414236410744639,0.218,"A_12_P119459","V_11085892","amsacrine_median.TOF",17.3932706621954
"2118","direct",0.836090463681825,0.46819273740885,1.1663107476973,0,"A_12_P119459","V_11085892","amsacrine_median.TOF",17.3932706621954
"2119","total",0.971625021562397,0.628819997833626,1.29518189688874,0,"A_12_P119459","V_11085892","amsacrine_median.TOF",17.3932706621954
"2120","prop_med",0.139492659074,-0.0784913440392468,0.401214819340065,0.218,"A_12_P119459","V_11085892","amsacrine_median.TOF",17.3932706621954
"2121","med",0.00953500720471809,-0.114948792639719,0.148735765313473,0.88,"A_12_P119747","V_9104120","amsacrine_median.TOF",6.03117441615209
"2122","direct",0.928502747815394,0.550503775884138,1.32036401955605,0,"A_12_P119747","V_9104120","amsacrine_median.TOF",6.03117441615209
"2123","total",0.938037755020112,0.604043030645925,1.31015361310008,0,"A_12_P119747","V_9104120","amsacrine_median.TOF",6.03117441615209
"2124","prop_med",0.0101648437428978,-0.122049633043862,0.180000562170668,0.88,"A_12_P119747","V_9104120","amsacrine_median.TOF",6.03117441615209
"2125","med",0.172502525286278,-0.0247974576594397,0.464890405411854,0.124,"A_12_P119893","V_9905233","amsacrine_median.TOF",3.9002301179017
"2126","direct",0.788139640756177,0.405814479050753,1.15457023022697,0,"A_12_P119893","V_9905233","amsacrine_median.TOF",3.9002301179017
"2127","total",0.960642166042455,0.641445227118909,1.27700792122553,0,"A_12_P119893","V_9905233","amsacrine_median.TOF",3.9002301179017
"2128","prop_med",0.179570012002424,-0.0292495980350851,0.489011262158966,0.124,"A_12_P119893","V_9905233","amsacrine_median.TOF",3.9002301179017
"2129","med",-0.00108506402752396,-0.0541575787687322,0.0318963164636232,0.816,"A_12_P106753","V_9905233","amsacrine_median.TOF",5.42571312418689
"2130","direct",0.979928000526565,0.621205787744958,1.35319291123227,0,"A_12_P106753","V_9905233","amsacrine_median.TOF",5.42571312418689
"2131","total",0.978842936499041,0.605380618069748,1.33689259692953,0,"A_12_P106753","V_9905233","amsacrine_median.TOF",5.42571312418689
"2132","prop_med",-0.00110851699191377,-0.0569924127245936,0.0352155299184462,0.816,"A_12_P106753","V_9905233","amsacrine_median.TOF",5.42571312418689
"2133","med",0.000899930430168522,-0.0411045476045941,0.0387884199688547,0.956,"A_12_P106853","V_11513193","amsacrine_median.TOF",15.0433383925245
"2134","direct",0.949658237767526,0.633432261975968,1.29246247104735,0,"A_12_P106853","V_11513193","amsacrine_median.TOF",15.0433383925245
